Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Acetylation	92	24.5333333333	2.13483771776e-05	430_AT, 36210_G_AT, 40442_F_AT, 274_AT, 37378_R_AT, 31737_AT, 32379_F_AT, 34438_AT, 32583_AT, 41400_AT, 36562_AT, 1276_G_AT, 36161_AT, 40347_AT, 36173_R_AT, 1936_S_AT, 41850_S_AT, 40669_AT, 35886_AT, 39175_AT, 36957_AT, 37862_AT, 35067_AT, 1973_S_AT, 41105_S_AT, 37662_AT, 35345_AT, 37283_AT, 706_AT, 36603_AT, 41657_AT, 989_AT, 32265_AT, 41598_AT, 1602_AT, 38491_AT, 2043_S_AT, 199_S_AT, 1994_AT, 32133_AT, 37724_AT, 39408_AT, 35294_AT, 35768_AT, 36809_AT, 34712_AT, 41438_AT, 1939_AT, 1124_AT, 38654_AT, 38089_AT, 36519_AT, 131_AT, 38685_AT, 31521_F_AT, 35160_AT, 352_AT, 41159_AT, 1258_S_AT, 1895_AT, 887_AT, 762_F_AT, 39750_AT, 37831_AT, 38391_AT, 33455_AT, 1857_AT, 33385_G_AT, 36760_AT, 40473_AT, 2004_AT, 35440_G_AT, 37506_AT, 37317_AT, 35714_AT, 1750_AT, 37377_I_AT, 37365_AT, 31522_F_AT, 41111_AT, 40840_AT, 37628_AT, 1463_AT, 32522_F_AT, 40098_AT, 40522_AT, 37629_AT, 36052_AT, 38629_AT, 37463_R_AT, 38645_AT, 652_G_AT, 39331_AT, 37820_AT, 749_AT, 41550_AT	363	3424	20581	1.52339988672	0.00776196004009	0.00194616397373	0.0293758276234
GOTERM_BP_DIRECT	GO:0006955~immune response	24	6.4	2.14082085964e-05	35149_AT, 430_AT, 1520_S_AT, 39402_AT, 875_G_AT, 33012_AT, 34438_AT, 32464_AT, 34375_AT, 259_S_AT, 36674_AT, 34145_AT, 1569_R_AT, 1369_S_AT, 35372_R_AT, 1919_AT, 39424_AT, 31586_F_AT, 37139_AT, 408_AT, 40385_AT, 833_AT, 1548_S_AT, 1852_AT, 40310_AT, 1263_AT, 34493_AT, 36103_AT	346	421	16792	2.76665797097	0.0473740296515	0.00965962882857	0.0373394692092
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	17	4.53333333333	2.19964147808e-05	32696_AT, 35149_AT, 1939_AT, 1973_S_AT, 1124_AT, 37170_AT, 31859_AT, 41505_R_AT, 848_AT, 35160_AT, 41532_AT, 1936_S_AT, 40661_AT, 1263_AT, 37310_AT, 1369_S_AT, 41216_R_AT, 38491_AT, 35372_R_AT, 37724_AT	199	167	6879	3.51888183432	0.00522152449647	0.00522152449647	0.0283505070405
KEGG_PATHWAY	hsa05142:Chagas disease (American trypanosomiasis)	13	3.46666666667	3.92559419075e-05	1520_S_AT, 1867_AT, 39402_AT, 1461_AT, 875_G_AT, 32583_AT, 1548_S_AT, 1852_AT, 1895_AT, 40310_AT, 34375_AT, 259_S_AT, 36103_AT, 1369_S_AT, 34145_AT, 41445_AT, 35372_R_AT, 40365_AT	199	104	6879	4.3209798995	0.00929958644019	0.00466065406827	0.0505905930742
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	22	5.86666666667	3.95815087195e-05	35149_AT, 1520_S_AT, 39402_AT, 875_G_AT, 37233_AT, 33092_AT, 34375_AT, 259_S_AT, 36674_AT, 33825_AT, 32718_AT, 41445_AT, 34145_AT, 1569_R_AT, 1369_S_AT, 35372_R_AT, 39424_AT, 408_AT, 40385_AT, 1548_S_AT, 1852_AT, 38970_S_AT, 40310_AT, 34493_AT, 36103_AT, 1372_AT	346	379	16792	2.81714887062	0.0858248138663	0.0148442311619	0.0690264065363
GOTERM_BP_DIRECT	GO:0031663~lipopolysaccharide-mediated signaling pathway	7	1.86666666667	4.15489504989e-05	1852_AT, 1520_S_AT, 34375_AT, 1461_AT, 40310_AT, 39402_AT, 259_S_AT, 875_G_AT, 36103_AT, 41445_AT	346	32	16792	10.6163294798	0.089893294554	0.0133660739546	0.0724562668289
UP_KEYWORDS	Kinase	30	8.0	4.7056274831e-05	34226_AT, 39522_AT, 37606_AT, 32379_F_AT, 37170_AT, 41169_AT, 41400_AT, 38823_S_AT, 189_S_AT, 35886_AT, 1267_AT, 37310_AT, 37111_G_AT, 40473_AT, 36760_AT, 2004_AT, 31562_AT, 39175_AT, 35714_AT, 1891_AT, 568_AT, 37629_AT, 1432_S_AT, 41657_AT, 38221_AT, 1091_AT, 1602_AT, 2043_S_AT, 199_S_AT, 32133_AT, 40792_S_AT, 32486_AT	363	735	20581	2.31416202845	0.0170292788082	0.00342929537592	0.0647398290124
KEGG_PATHWAY	hsa04668:TNF signaling pathway	13	3.46666666667	5.2192471902e-05	1520_S_AT, 1867_AT, 39402_AT, 408_AT, 1461_AT, 875_G_AT, 35414_S_AT, 40385_AT, 31859_AT, 1891_AT, 848_AT, 32583_AT, 1852_AT, 1895_AT, 34375_AT, 259_S_AT, 1994_AT	199	107	6879	4.19983093035	0.0123452962842	0.00413214990589	0.0672572080061
GOTERM_CC_DIRECT	GO:0043234~protein complex	22	5.86666666667	5.34489903197e-05	1866_G_AT, 1939_AT, 31669_S_AT, 1743_S_AT, 41499_AT, 1973_S_AT, 1804_AT, 40913_AT, 31521_F_AT, 35160_AT, 32779_S_AT, 706_AT, 40522_AT, 34581_S_AT, 1936_S_AT, 41159_AT, 762_F_AT, 1602_AT, 41216_R_AT, 1857_AT, 199_S_AT, 2043_S_AT, 749_AT, 37724_AT, 35768_AT	352	412	18224	2.7645631068	0.0197395783096	0.00991898225933	0.0737671913838
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	20	5.33333333333	6.53649905066e-05	35149_AT, 39424_AT, 1520_S_AT, 37139_AT, 39402_AT, 408_AT, 875_G_AT, 33012_AT, 40385_AT, 35915_AT, 1548_S_AT, 1852_AT, 1332_F_AT, 34375_AT, 259_S_AT, 34493_AT, 1263_AT, 36674_AT, 36103_AT, 1369_S_AT, 1569_R_AT, 41445_AT, 33665_S_AT, 35372_R_AT	199	243	6879	2.84508964576	0.0154369853533	0.00388179034759	0.0842252217097
KEGG_PATHWAY	hsa05144:Malaria	9	2.4	6.69157401429e-05	1852_AT, 35149_AT, 1520_S_AT, 34375_AT, 40310_AT, 39402_AT, 259_S_AT, 875_G_AT, 41445_AT, 1369_S_AT, 1548_S_AT, 35372_R_AT, 39757_AT	199	49	6879	6.34919495436	0.0158003232858	0.00318022813263	0.0862226254366
GOTERM_MF_DIRECT	GO:0043565~sequence-specific DNA binding	26	6.93333333333	6.73712181783e-05	274_AT, 36711_AT, 1939_AT, 1388_G_AT, 32583_AT, 41505_R_AT, 1936_S_AT, 1242_AT, 1895_AT, 36669_AT, 287_AT, 32928_AT, 32696_AT, 37418_AT, 41387_R_AT, 31669_S_AT, 1973_S_AT, 31741_AT, 31353_F_AT, 706_AT, 789_AT, 412_S_AT, 40661_AT, 32265_AT, 33288_I_AT, 38491_AT, 1994_AT, 37724_AT, 34165_AT	346	518	16881	2.44886959627	0.0388411727546	0.0131183974102	0.0991811882102
UP_KEYWORDS	Inflammatory response	12	3.2	8.13615577915e-05	1520_S_AT, 41387_R_AT, 39402_AT, 408_AT, 875_G_AT, 40385_AT, 37233_AT, 38970_S_AT, 40310_AT, 34375_AT, 36674_AT, 36103_AT, 1369_S_AT, 34145_AT, 35372_R_AT	363	152	20581	4.47607655502	0.0292615192248	0.00493746656586	0.111912397545
UP_SEQ_FEATURE	mutagenesis site	64	17.0666666667	8.25966098961e-05	36210_G_AT, 37378_R_AT, 875_G_AT, 1388_G_AT, 37906_AT, 37233_AT, 1649_AT, 36161_AT, 38823_S_AT, 41850_S_AT, 259_S_AT, 40669_AT, 37310_AT, 38018_G_AT, 33922_AT, 1919_AT, 34981_AT, 37418_AT, 37139_AT, 35966_AT, 41856_AT, 32699_S_AT, 706_AT, 1852_AT, 35471_G_AT, 41657_AT, 1602_AT, 2043_S_AT, 38491_AT, 2082_S_AT, 40792_S_AT, 35768_AT, 34226_AT, 1867_AT, 1461_AT, 1939_AT, 1124_AT, 31859_AT, 41726_AT, 35160_AT, 41779_AT, 34581_S_AT, 1244_AT, 1242_AT, 37722_S_AT, 34375_AT, 1139_AT, 35500_AT, 719_G_AT, 1857_AT, 40473_AT, 36760_AT, 35440_G_AT, 37377_I_AT, 41111_AT, 37628_AT, 41106_AT, 967_G_AT, 35314_AT, 33698_AT, 38629_AT, 40310_AT, 36103_AT, 38221_AT, 600_AT, 41365_AT, 35776_AT	358	2191	20063	1.63700664731	0.0993641155313	0.0993641155313	0.13434920312
UP_KEYWORDS	Isopeptide bond	39	10.4	0.000104007343163	35985_AT, 471_F_AT, 1866_G_AT, 40442_F_AT, 1461_AT, 274_AT, 1939_AT, 37378_R_AT, 31737_AT, 32379_F_AT, 1124_AT, 38654_AT, 848_AT, 41505_R_AT, 31521_F_AT, 32779_S_AT, 1829_AT, 41532_AT, 1242_AT, 39573_AT, 762_F_AT, 33922_AT, 1857_AT, 33385_G_AT, 36957_AT, 34981_AT, 37506_AT, 32119_AT, 1743_S_AT, 37377_I_AT, 31522_F_AT, 35848_AT, 31734_AT, 706_AT, 38660_AT, 38629_AT, 37938_AT, 40790_AT, 39331_AT, 38491_AT, 32186_AT	363	1132	20581	1.95334082878	0.037253031024	0.00540884134085	0.143040888333
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	17	4.53333333333	0.000109007441305	1520_S_AT, 37139_AT, 1953_AT, 39402_AT, 1939_AT, 31737_AT, 1388_G_AT, 1973_S_AT, 34438_AT, 38654_AT, 38089_AT, 2030_AT, 1852_AT, 1936_S_AT, 40310_AT, 259_S_AT, 40669_AT, 36103_AT, 36101_S_AT, 36100_AT, 41216_R_AT, 41445_AT, 37724_AT	346	262	16792	3.14900939858	0.218963456333	0.0304193954461	0.189990195557
UP_KEYWORDS	Cell adhesion	22	5.86666666667	0.000128157621991	257_AT, 2036_S_AT, 1125_S_AT, 31615_I_AT, 37270_AT, 833_AT, 37233_AT, 41105_S_AT, 36929_AT, 39586_AT, 1385_AT, 37889_AT, 32699_S_AT, 37857_AT, 32919_AT, 32359_AT, 39750_AT, 39071_AT, 38642_AT, 37155_AT, 199_S_AT, 2082_S_AT, 32133_AT, 1372_AT, 39753_AT	363	479	20581	2.6040361865	0.0457031856128	0.00583050247777	0.176227516581
GOTERM_CC_DIRECT	GO:0016020~membrane	67	17.8666666667	0.000156111026865	34857_AT, 1953_AT, 40442_F_AT, 37762_AT, 38538_AT, 1148_S_AT, 37233_AT, 34438_AT, 40913_AT, 32779_S_AT, 36161_AT, 36173_R_AT, 259_S_AT, 36101_S_AT, 36100_AT, 32718_AT, 33665_S_AT, 39175_AT, 257_AT, 33802_AT, 37139_AT, 31888_S_AT, 1852_AT, 36603_AT, 41657_AT, 612_S_AT, 41598_AT, 41382_AT, 988_AT, 2043_S_AT, 2082_S_AT, 39519_AT, 35768_AT, 39748_AT, 37048_AT, 41438_AT, 39841_AT, 36459_AT, 35414_S_AT, 38654_AT, 41726_AT, 38685_AT, 31521_F_AT, 35472_AT, 41234_AT, 41159_AT, 887_AT, 762_F_AT, 1139_AT, 39071_AT, 1270_AT, 40473_AT, 33385_G_AT, 31562_AT, 37506_AT, 1750_AT, 40840_AT, 38684_AT, 35314_AT, 36651_AT, 32193_AT, 40098_AT, 568_AT, 37857_AT, 37440_AT, 38671_AT, 1432_S_AT, 37155_AT, 38024_AT, 749_AT, 32186_AT	352	2200	18224	1.57671487603	0.0565708017791	0.0192241330129	0.21531380841
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	25	6.66666666667	0.000161977655693	35992_AT, 36999_AT, 274_AT, 36711_AT, 1939_AT, 1124_AT, 41505_R_AT, 131_AT, 32583_AT, 35160_AT, 1936_S_AT, 1895_AT, 36669_AT, 32364_AT, 287_AT, 32928_AT, 37418_AT, 32696_AT, 1973_S_AT, 31734_AT, 41371_AT, 36018_AT, 706_AT, 789_AT, 38491_AT, 1994_AT, 37724_AT, 34165_AT	346	513	16792	2.36509707152	0.307351821777	0.03998241449	0.282189632221
GOTERM_CC_DIRECT	GO:0005829~cytosol	92	24.5333333333	0.00017800735149	1520_S_AT, 39522_AT, 31737_AT, 34438_AT, 32583_AT, 41400_AT, 32626_AT, 35886_AT, 41216_R_AT, 33802_AT, 33120_AT, 35595_AT, 1973_S_AT, 41105_S_AT, 38860_AT, 164_AT, 989_AT, 2043_S_AT, 32133_AT, 35768_AT, 36809_AT, 1867_AT, 39402_AT, 1461_AT, 37606_AT, 1939_AT, 32897_AT, 1242_AT, 39750_AT, 1270_AT, 33455_AT, 35500_AT, 1857_AT, 35018_AT, 40473_AT, 36760_AT, 2004_AT, 32405_AT, 38463_S_AT, 1750_AT, 33346_R_AT, 1463_AT, 35314_AT, 33470_AT, 33698_AT, 36865_AT, 37629_AT, 40522_AT, 38629_AT, 36103_AT, 33366_AT, 32186_AT, 35776_AT, 32486_AT, 35606_AT, 430_AT, 37378_R_AT, 32379_F_AT, 1649_AT, 39586_AT, 36161_AT, 1936_S_AT, 1267_AT, 37111_G_AT, 1919_AT, 39175_AT, 1891_AT, 39503_S_AT, 35471_G_AT, 41657_AT, 39304_G_AT, 1237_AT, 1602_AT, 199_S_AT, 37724_AT, 40792_S_AT, 40895_G_AT, 848_AT, 41234_AT, 41159_AT, 1244_AT, 37722_S_AT, 1895_AT, 40319_AT, 40735_AT, 37206_AT, 719_G_AT, 33385_G_AT, 36532_AT, 37317_AT, 35714_AT, 37377_I_AT, 37365_AT, 568_AT, 36052_AT, 1091_AT, 600_AT, 749_AT	352	3315	18224	1.43682983683	0.0642459951345	0.0164636314029	0.245479576862
GOTERM_CC_DIRECT	GO:0005913~cell-cell adherens junction	18	4.8	0.000187747224764	40442_F_AT, 32379_F_AT, 39159_AT, 41105_S_AT, 40098_AT, 32699_S_AT, 36603_AT, 989_AT, 39750_AT, 35886_AT, 38391_AT, 1857_AT, 199_S_AT, 2082_S_AT, 40473_AT, 36760_AT, 33385_G_AT, 39175_AT	352	323	18224	2.88516746411	0.0676400156809	0.0139096127287	0.258895126959
